timestamp,subject_id,frame,global_distress,face_confidence,pain_index,fear_index,fatigue_index,agitation_index,tension_index,respiratory_index,au4,au5,au6,au7,au9,au10,au12,au15,au17,au20,au23,au24,au25,au26,au43,mar,episode_pain,episode_agitation,episode_fatigue,episode_fear,episode_eye_closure,gaze_yaw,gaze_pitch,gaze_variance,fixation_duration,recent_saccades,mean_gaze_speed,max_gaze_speed,eye_contact_ratio,behavior_state,baseline_ready
1782322304.9457,subject_01,28,12.8,0.794,2.71,30.99,21.88,15.09,16.57,0.0,0.0,0.1534,0.0,0.0,0.0,0.0,0.3011,0.0582,0.0,0.7008,0.3326,0.5501,0.0108,0.0,0.1017,0.0441,0,0,0,0,0,-0.3794,0.0612,0.0092,0.2333,2,0.0299,0.1276,0.0,alert,0
1782322305.0247,subject_01,29,13.72,0.788,3.63,30.16,23.1,16.13,20.37,0.0,0.0,0.1208,0.0,0.0,0.0,0.0,0.3056,0.0806,0.0,0.7037,0.3633,0.7527,0.0,0.0,0.136,0.0242,0,0,0,0,0,-0.3585,0.0522,0.0093,0.2667,2,0.0296,0.1276,0.0,alert,0
1782322305.0825,subject_01,30,13.51,0.791,4.17,29.84,24.52,14.38,17.43,0.0,0.0,0.1014,0.0,0.0,0.0,0.0,0.324,0.0543,0.0,0.716,0.3393,0.5961,0.0008,0.0,0.1564,0.0392,0,0,0,0,0,-0.3671,0.0425,0.0093,0.3,2,0.029,0.1276,0.0,alert,0
1782322305.1413,subject_01,31,13.64,0.795,3.49,30.78,22.73,15.49,20.72,0.0,0.0,0.1256,0.0,0.0,0.0,0.0,0.3358,0.0926,0.0,0.7239,0.3647,0.7737,0.0,0.0,0.1309,0.0219,0,0,0,0,0,-0.3763,0.046,0.0093,0.3333,2,0.0283,0.1276,0.0,alert,0
1782322305.2322,subject_01,32,13.4,0.785,3.06,32.31,20.29,15.84,20.65,0.0,0.0261,0.1781,0.0,0.0,0.0,0.0,0.307,0.0778,0.0,0.7047,0.3581,0.7188,0.0,0.0,0.0756,0.0275,0,0,0,0,0,-0.3721,0.037,0.0094,0.3667,2,0.0277,0.1276,0.0,alert,0
1782322305.2962,subject_01,33,13.38,0.793,3.25,32.06,21.52,14.51,20.29,0.0,0.0161,0.157,0.0,0.0,0.0,0.0,0.3455,0.104,0.0,0.7304,0.3569,0.7201,0.0,0.0,0.0979,0.027,0,0,0,0,0,-0.3585,0.0268,0.0094,0.4,2,0.0273,0.1276,0.0,alert,0
1782322305.3452,subject_01,34,13.26,0.791,3.44,31.6,22.15,14.7,17.92,0.0,0.0103,0.142,0.0,0.0,0.0,0.0,0.3432,0.0811,0.0,0.7288,0.3395,0.6048,0.0,0.0,0.1137,0.0381,0,0,0,0,0,-0.3855,0.0298,0.0095,0.4333,2,0.0273,0.1276,0.0,alert,0
1782322305.4235,subject_01,35,13.17,0.794,2.59,32.54,21.21,14.66,20.0,0.0,0.0014,0.1597,0.0,0.0,0.0,0.0,0.3588,0.1041,0.0,0.7392,0.3588,0.732,0.0,0.0,0.0951,0.0257,0,0,0,0,0,-0.3762,0.0349,0.0095,0.4667,2,0.0268,0.1276,0.0,alert,0
1782322305.4805,subject_01,36,13.2,0.794,2.9,32.73,21.0,14.19,19.97,0.0,0.0136,0.1663,0.0,0.0,0.0,0.0,0.354,0.0942,0.0,0.736,0.3553,0.7072,0.0,0.0,0.0882,0.0281,0,0,0,0,0,-0.3762,0.0349,0.0094,0.5,2,0.026,0.1276,0.0,alert,0
1782322305.5395,subject_01,37,13.26,0.795,3.1,32.82,20.5,14.49,20.06,0.0,0.0233,0.1726,0.0,0.0,0.0,0.0,0.3514,0.0923,0.0,0.7343,0.3525,0.6957,0.0,0.0,0.0814,0.0292,0,0,0,0,0,-0.3924,0.0303,0.0094,0.5333,2,0.0257,0.1276,0.0,alert,0
1782322305.6294,subject_01,38,13.75,0.795,3.87,30.46,22.68,14.77,22.07,0.0,0.0078,0.1232,0.0,0.0,0.0,0.0,0.3243,0.1088,0.0,0.7162,0.373,0.8318,0.0,0.0,0.1335,0.0163,0,0,0,0,0,-0.3704,-0.0012,0.0096,0.5667,2,0.0261,0.1276,0.0,alert,0
1782322305.6911,subject_01,39,13.57,0.794,3.73,30.67,22.46,14.16,21.7,0.0,0.0105,0.1322,0.0,0.0,0.0,0.0,0.3154,0.1085,0.0,0.7103,0.3695,0.8064,0.0,0.0,0.124,0.0189,0,0,0,0,0,-0.3846,0.0241,0.0095,0.0,2,0.0262,0.1276,0.0,alert,0
1782322305.7558,subject_01,40,13.38,0.792,3.46,33.0,21.48,14.61,18.03,0.0,0.0155,0.1488,0.0,0.0,0.0,0.0,0.3958,0.0818,0.0,0.7639,0.3374,0.6036,0.0,0.0,0.1065,0.0375,0,0,0,0,0,-0.3756,0.0419,0.0094,0.0,2,0.026,0.1276,0.0,alert,0
1782322305.8241,subject_01,41,13.65,0.789,3.85,31.62,23.22,14.61,18.83,0.0,0.0,0.1127,0.0,0.0,0.0,0.0,0.3891,0.0978,0.0,0.7594,0.349,0.6733,0.0,0.0,0.1445,0.031,0,0,0,0,0,-0.3847,0.028,0.0094,0.0,2,0.0258,0.1276,0.0,alert,0
1782322305.8861,subject_01,42,13.43,0.789,3.55,31.97,22.83,14.19,18.44,0.0,0.0,0.1236,0.0,0.0,0.0,0.0,0.3865,0.0934,0.0,0.7576,0.346,0.6527,0.0,0.0,0.133,0.0329,0,0,0,0,0,-0.3847,0.028,0.0093,0.0333,2,0.0251,0.1276,0.0,alert,0
